StateGroupSet,StateNumber,LockableState,StateName,
605!605!605!605!605!605!605!605!605!605!605!605!605!605!605!605,2!3!4!5!6!7!8!9!10!11!12!13!14!15!16!1,Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes,ResetEVI!ResetALI!ResetCON!ResetINF!ResetXM!ResetCSI!ResetLOC!SetSCI!SetEVI!SetALI!SetCON!SetINF!SetXM!SetCSI!SetLOC!ResetSCI,
606!606,1!2,NULL!NULL,UNAVAILABLE!AVAILABLE,
607!607,1!2,NULL!NULL,EMS!SVC,
608!608,1!2,NULL!NULL,A SEC!D SEC,
609!609,1!2,NULL!NULL,BK_TST_SLCT!_BLANK,
610!610,1!2,NULL!NULL,RLY_SET_SLCT!_BLANK,
611!611,1!2,NULL!NULL,12KV!4KV,
612!612,1!2,NULL!NULL,RELEASE!BLOCK,
613,1,NULL,ARM,
666!666!666!666!666,1!2!3!4!5,NULL!NULL!NULL!NULL!NULL,100F!80F!60F!40F!20F,
700!700!700!700!700!700!700!700!700!700!700!700!700!700!700!700,1!2!3!4!5!6!7!8!9!10!11!12!13!14!15!16,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,Region1!Region2!Region3!Region4!Region5!Region6!Region7!Region8!Region9!Region10!Region11!Region12!De-energized!Full_Ground!Conflict!Unknown,
701!701,1!2,NULL!NULL,Normal!Bus Split,
702!702,1!2,NULL!NULL,3A BK!4A BK,
707!707,1!2,NULL!NULL,Ft Decoupled!Newton Raphs,
1002!1002!1002,1!2!3,No!No!No,Not_Monitor!Monitoring!Mitigating,
1003!1003!1003,1!2!3,No!No!No,Disabled!Enabled!Testing,
1004!1004,1!2,No!No,Not_Armed!Armed,
1005!1005!1005,1!2!3,No!No!No,Not_Monitor!Monitoring!Mitigating,
1006!1006,1!2,No!No,Disabled!Enabled,
1007!1007,1!2,No!No,Disable!Enable,
1008!1008!1008,1!2!3,No!No!No,Not_Monitor!Monitoring!Detected,
1009!1009!1009,1!2!3,No!No!No,Not_Selected!Selected!Implemented,
1010!1010,1!2,No!No,False!True,
1011!1011!1011!1011,1!2!3!4,No!No!No!No,Disabled!Enabled!Degraded!Failed,
1012!1012!1012!1012,1!2!3!4,No!No!No!No,Active!Standby!Disabled!Failed,
1013!1013,1!2,No!No,Stepped!Curved,
1014!1014,1!2,No!No,Generation!Load,
1015!1015!1015!1015,1!2!3!4,No!No!No!No,Disabled!Enabled!Failed!Testing,
1016!1016,1!2,NULL!NULL,Normal!Abnormal,
1032!1032,1!2,NULL!NULL,Normal!Over,
1033!1033,1!2,NULL!NULL,Normal!Offline,
1401!1401,1!2,No!No,Set2!Default,
1402!1402,1!2,No!No,Set2!Default,
1403!1403,1!2,No!No,Default!Set2,
1501!1501,1!2,No!No,false!true,
1502!1502,1!2,No!No,a!b,
1503!1503!1503!1503!1503!1503!1503!1503!1503!1503!1503,1!2!3!4!5!6!7!8!9!10!11,No!No!No!No!No!No!No!No!No!No!No,inputsOutOfB!inputsQualit!inputsStale!reserved!inputsFailed!inputsQualit!outputsFaile!processedInp!testDataEnco!inputsOutOfR!inputsDisagr,
1504!1504!1504!1504!1504,1!2!3!4!5,No!No!No!No!No,enableComman!sDEItemCreat!rASSDEModeIt!configuratio!sDEItemSubsc,
1505!1505!1505!1505!1505!1505!1505!1505!1505!1505!1505,1!2!3!4!5!6!7!8!9!10!11,No!No!No!No!No!No!No!No!No!No!No,none!c!d!G!M!k!n!m!p!T!micro,
1506,1,No,reset,
1507!1507,1!2,No!No,enable!disable,
1508,1,No,execute,
1509!1509!1509!1509,1!2!3!4,No!No!No!No,success!internalErro!externalErro!dataAccessEr,
1510!1510!1510!1510!1510!1510!1510!1510!1510!1510!1510!1510,1!2!3!4!5!6!7!8!9!10!11!12,No!No!No!No!No!No!No!No!No!No!No!No,a1Primary!a1Secondary!a2Primary!a2Secondary!a3Primary!a3Secondary!b1Primary!b1Secondary!b2Primary!b2Secondary!b3Primary!b3Secondary,
1511!1511,1!2,No!No,noTag!tag,
1512!1512!1512!1512!1512!1512!1512!1512!1512!1512!1512!1512,1!2!3!4!5!6!7!8!9!10!11!12,No!No!No!No!No!No!No!No!No!No!No!No,run!safe!test!fault!terminated!starting!started!enteringRun!enteringSafe!enteringTest!enteringFaul!terminating,
1513!1513!1513!1513!1513!1513,1!2!3!4!5!6,No!No!No!No!No!No,redundancy!CC!operational!QA!developement!other,
1514!1514,1!2,No!No,enabled!disabled,
1515!1515!1515!1515!1515!1515!1515,1!2!3!4!5!6!7,No!No!No!No!No!No!No,on!onBlocked!test!testBlocked!off!needsCommiss!needsAttenti,
1516!1516!1516,1!2!3,No!No!No,standalone!primary!secondary,
1517!1517!1517!1517!1517,1!2!3!4!5,No!No!No!No!No,success!internalErro!externalErro!dataAccessEr!uapOutOfSync,
1518!1518!1518!1518,1!2!3!4,No!No!No!No,enable!disable!enterTestMod!enableAutoSo,
1519!1519!1519!1519!1519!1519,1!2!3!4!5!6,No!No!No!No!No!No,enabled!disabled!testModeEnte!autoSolidEna!terminating!terminated,
1520!1520!1520!1520,1!2!3!4,No!No!No!No,unknown!ok!offline!partiallyOpe,
1522!1522!1522!1522!1522!1522!1522!1522,1!2!3!4!5!6!7!8,No!No!No!No!No!No!No!No,success!controlExecu!failure!serviceError!blockedByMod!blockedByPro!commandAlrea!timeLimitOve,
1523!1523!1523,1!2!3,No!No!No,run!safe!test,
1524!1524,1!2,No!No,resetUAPSyst!reinitialize,
1525!1525!1525,1!2!3,No!No!No,no!singleTag!yes,
1526!1526!1526!1526!1526!1526!1526!1526,1!2!3!4!5!6!7!8,No!No!No!No!No!No!No!No,inTest!pass!failAnnualTe!failSafeMode!failOperatio!failExitSafe!failExitAnnu!notExecutabl,
1527!1527!1527!1527,1!2!3!4,No!No!No!No,nMinus1!nMinus2!tMinus1!tMinus2,
1528!1528!1528,1!2!3,No!No!No,standalone!active!standby,
1529!1529!1529!1529!1529,1!2!3!4!5,No!No!No!No!No,standalone!enteringActi!active!enteringStan!standby,
1530!1530!1530!1530!1530,1!2!3!4!5,No!No!No!No!No,restartUAP!resetUAPStat!resyncUAPSta!refreshSourc!checkUAPStat,
1531!1531!1531!1531!1531!1531!1531!1531!1531,1!2!3!4!5!6!7!8!9,No!No!No!No!No!No!No!No!No,none!partiallyOpe!fullyOperati!configuratio!environmentE!externalErro!internalErro!executionFau!criticalComp,
1533!1533,1!2,No!No,false!true,
1535!1535!1535!1535!1535!1535!1535!1535!1535!1535!1535!1535,1!2!3!4!5!6!7!8!9!10!11!12,No!No!No!No!No!No!No!No!No!No!No!No,success!controlExecu!failure!unknownContr!blockedByMod!blockedByPro!controlPendi!controlTimeo!unknownUUID!unknownAttri!accessContro!valueOutOfRa,
2001!2001,1!2,NULL!NULL,RESTORED!LOST,
2003!2003,1!2,NULL!NULL,FALSE!TRUE,
2007!2007,1!2,NULL!NULL,OPEN!CLOSED,
2008!2008!2008!2008!2008,1!2!3!4!5,NULL!NULL!NULL!NULL!NULL,REMOTE!LOCAL!MANUAL!ST ALONE!LOCKOUT,
2010!2010,1!2,NULL!NULL,F!C,
2012!2012,1!2,NULL!NULL,NORMAL!FAULT,
2021!2021,1!2,NULL!NULL,Open!Close,
2022!2022,1!2,NULL!NULL,Remote!Standalone,
2029!2029,1!2,NULL!NULL,TEST!Poll Config,
2033!2033!2033,1!2!3,NULL!NULL!NULL,TEST!Reboot!Poll Config,
2039!2039!2039!2039!2039!2039!2039,1!2!3!4!5!6!7,No!No!No!No!No!No!No,Enabled!Enabled!Disabled!Failed!Resynch!Available!Unavailable,
2040!2040!2040!2040!2040!2040,1!2!3!4!5!6,NULL!NULL!NULL!NULL!NULL!NULL,Undefined!Online!Available!Failed!Disabled!Degraded,
2057!2057!2057!2057!2057,1!2!3!4!5,NULL!NULL!NULL!NULL!NULL,PLANNED!TEST!ENABLED!DISABLED!FAILED,
2059!2059!2059!2059,1!2!3!4,NULL!NULL!NULL!NULL,Enable!Disable!ClearPending!Poll,
2072!2072!2072!2072!2072,1!2!3!4!5,NULL!NULL!NULL!NULL!NULL,TEST!Poll DCW!Install DCW!Delete DCW!Poll Config,
2073!2073!2073!2073!2073!2073!2073,1!2!3!4!5!6!7,NULL!NULL!NULL!NULL!NULL!NULL!NULL,TEST!Poll DCW!Install DCW!Delete DCW!Reboot!Reset Dy Ops!Poll Config,
2075!2075,1!2,NULL!NULL,TRUE!FALSE,
2077!2077,1!2,NULL!NULL,Suspend!Active,
2078!2078,1!2,NULL!NULL,NERC!WECC,
2079!2079,1!2,NULL!NULL,Telemetered!Entered,
2085!2085!2085,1!2!3,NULL!NULL!NULL,Normal!Warning!Violated,
2129!2129,1!2,NULL!NULL,NORMAL!RESTART,
2137!2137!2137,1!2!3,NULL!NULL!NULL,Online!Failed!Not Config,
2500!2500!2500!2500!2500!2500!2500!2500!2500!2500!2500!2500!2500!2500!2500!2500,1!2!3!4!5!6!7!8!9!10!11!12!13!14!15!16,No!No!No!No!No!No!No!No!No!No!No!No!No!No!No!No,default!CRAS_N/A_1!CRAS_N/A_2!CRAS_N/A_3!CRAS_N/A_4!CRAS_N/A_5!CRAS_N/A_6!CRAS_N/A_7!CRAS_N/A_8!CRAS_N/A_9!CRAS_N/A_10!CRAS_N/A_11!CRAS_N/A_12!CRAS_N/A_13!CRAS_N/A_14!CRAS_N/A_15,
2501!2501,1!2,No!No,enable!disable,
2502!2502,1!2,No!No,true!false,
2503!2503!2503,1!2!3,No!No!No,no!singleTag!yes,
2504!2504,1!2,No!No,systemA!systemB,
2505!2505,1!2,No!No,tag!noTag,
2506!2506!2506!2506!2506!2506!2506!2506!2506!2506!2506!2506!2506!2506!2506!2506,1!2!3!4!5!6!7!8!9!10!11!12!13!14!15!16,No!No!No!No!No!No!No!No!No!No!No!No!No!No!No!No,measurement6!equipment16L!equipment5Li!equipment10L!measurement1!equipment15L!equipment11L!measurement1!equipment12L!equipment6Li!measurement9!equipment8Li!measurement5!measurement1!equipment3Li!equipment2Li,
2507!2507!2507!2507,1!2!3!4,No!No!No!No,run!safe!illegalMode!test,
2508!2508!2508!2508,1!2!3!4,No!No!No!No,standalone!active!illlegalMode!standby,
2509!2509!2509!2509,1!2!3!4,No!No!No!No,unknown!offline!partiallyOpe!ok,
2510!2510!2510!2510,1!2!3!4,No!No!No!No,nMinus2!nMinus1!tMinus2!tMinus1,
2511!2511!2511!2511!2511!2511,1!2!3!4!5!6,No!No!No!No!No!No,testBlocked!test!on!onBlocked!off!needsCommiss,
2512!2512!2512!2512!2512!2512!2512!2512!2512!2512!2512!2512,1!2!3!4!5!6!7!8!9!10!11!12,No!No!No!No!No!No!No!No!No!No!No!No,started!safe!fault!enteringTest!starting!enteringFaul!enteringRun!run!terminating!enteringSafe!terminated!test,
2513!2513,1!2,No!No,disabled!enabled,
2514!2514!2514!2514!2514!2514!2514!2514,1!2!3!4!5!6!7!8,No!No!No!No!No!No!No!No,blockedByPro!timeLimitOve!controlExecu!serviceError!blockedByMod!success!failure!commandAlrea,
2515!2515!2515!2515!2515!2515!2515!2515!2515!2515!2515!2515,1!2!3!4!5!6!7!8!9!10!11!12,No!No!No!No!No!No!No!No!No!No!No!No,blockedByPro!unknownUUID!unknownContr!controlTimeo!controlExecu!controlPendi!blockedByMod!accessContro!failure!unknownAttri!success!valueOutOfRa,
2516!2516!2516!2516,1!2!3!4,No!No!No!No,disable!enable!enterTestMod!terminate,
2517!2517!2517!2517!2517,1!2!3!4!5,No!No!No!No!No,enabled!disabled!terminated!testModeEnte!terminating,
2518!2518!2518!2518!2518,1!2!3!4!5,No!No!No!No!No,sDEItemSubsc!sDEItemCreat!rASSDEModeIt!enableComman!configuratio,
2519!2519,1!2,No!No,a!b,
2520!2520!2520!2520!2520,1!2!3!4!5,No!No!No!No!No,enable!test!tagOut!disable!automaticTes,
2521!2521!2521,1!2!3,No!No!No,secondary!standalone!primary,
2522!2522!2522!2522!2522!2522!2522!2522!2522,1!2!3!4!5!6!7!8!9,No!No!No!No!No!No!No!No!No,none!internalErro!environmentE!externalErro!configuratio!fullyOperati!partiallyOpe!criticalComp!executionFau,
2523!2523!2523!2523!2523,1!2!3!4!5,No!No!No!No!No,enteringStan!standalone!standby!enteringActi!active,
2524!2524!2524!2524!2524!2524!2524!2524,1!2!3!4!5!6!7!8,No!No!No!No!No!No!No!No,testDataEnco!inputsFailed!inputsStale!inputsQualit!inputsQualit!inputsOutOfR!inputsDisagr!reserved,
2600!2600!2600!2600!2600,1!2!3!5!4,NULL!NULL!NULL!NULL!NULL,WAIT_FILE!WAIT_ACK!WAIT_PROC!DISABLED!PROC_FILE,
2601!2601!2601!2601!2601,1!2!3!4!5,NULL!NULL!NULL!NULL!NULL,ENABLED!DISABLED!IN_PROGRESS!CTRL_COMP!FAILED,
2602!2602!2602!2602,1!2!4!3,NULL!NULL!NULL!NULL,Accept!Reject!Disable!Enable,
2610!2610!2610!2610,1!2!3!4,NULL!NULL!NULL!NULL,NORMAL!CKTS_RECVD!CKTRCV_W_ERR!BAD_FILE,
3001!3001,1!2,NULL!NULL,NO Control!Controlled,
3532!3532!3532,1!2!3,NULL!NULL!NULL,Enabled!Disabled!Failed,
3533!3533!3533,1!2!3,NULL!NULL!NULL,Enable!Disable!Optimize,
3534!3534,1!2,NULL!NULL,Enable!Disable,
3535!3535!3535!3535!3535,1!2!3!4!5,NULL!NULL!NULL!NULL!NULL,Enabled!Disabled!Optimizing!VRT Building!Canceling,
3536!3536,1!2,NULL!NULL,ENABLED!DISABLED,
3537!3537!3537!3537,2!1!3!4,NULL!NULL!NULL!NULL,OPEN!SHUT!Transit!Unknown,
3539!3539,1!2,No!No,Open!Close,
3540!3540!3540!3540!3540,1!2!3!4!5,NULL!NULL!NULL!NULL!NULL,Enabled!Disabled!Optimizing!VRT Building!Canceling,
3541!3541!3541!3541!3541,1!2!3!4!5,NULL!NULL!NULL!NULL!NULL,Enable!Disable!Optimize!VRT Build!Cancel,
3564!3564,1!2,NULL!NULL,NORMAL!REVERSE,
3565!3565,1!2,NULL!NULL,NORMAL!DISABLED,
3568!3568!3568!3568!3568!3568,1!2!3!4!5!6,NULL!NULL!NULL!NULL!NULL!NULL,TEST!Poll DCW!Install DCW!Delete DCW!Reboot!Reboot Radio,
3574!3574,1!2,NULL!NULL,Enable!Disable,
3611!3611,2!1,NULL!NULL,Alarm!Clear,
3612!3612,2!1,NULL!NULL,Set!Reset,
3613!3613,1!2,NULL!NULL,Passed!Failed,
3614!3614!3614,1!2!3,NULL!NULL!NULL,Enable!Disable!Demand,
3615!3615!3615!3615!3615,1!2!3!4!5,NULL!NULL!NULL!NULL!NULL,Enabled!Disabled!Importing!Exporting!Failed,
3685!3685!3685!3685!3685!3685!3685!3685!3685!3685!3685,1!2!3!4!5!6!7!8!9!10!11,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,Enabled!Disabled!Trip!Test1 Closed!Test1 Open!Test2 Closed!Test2 Open!In Progress!Completed!Failed!Ready,
3695!3695!3695!3695!3695!3695!3695!3695!3695,1!2!3!4!5!6!7!8!9,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,TL!TM!TR!BL!BM!BR!CL!CM!CR,
3697!3697!3697!3697!3697!3697!3697!3697!3697!3697!3697!3697!3697!3697,1!2!3!4!5!6!7!8!9!10!11!12!13!14,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,0!1!2!3!4!5!6!7!8!9!10!11!12!13,
3700!3700!3700!3700,1!2!3!4,NULL!NULL!NULL!NULL,NORMAL!ABNORMAL!DISABLED!COMM FAIL,
4069!4069!4069!4069!4069!4069!4069!4069!4069!4069!4069!4069!4069!4069!4069!4069,1!2!3!4!5!6!7!8!9!10!11!12!13!14!15!16,Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes,ResetSCI!ResetEVI!ResetALI!ResetCON!ResetINF!ResetXM!ResetCSI!ResetLOC!SetSCI!SetEVI!SetALI!SetCON!SetINF!SetXM!SetCSI!SetLOC,
4148!4148,1!2,NULL!NULL,Enable!Disable,
4158!4158,1!2,NULL!NULL,Active!Failed,
4168,1,NULL,Change Mode,
4169!4169,1!2,NULL!NULL,BACKUP!NORMAL,
4171!4171!4171!4171,1!2!3!4,NULL!NULL!NULL!NULL,Disabled!Enabled!Initial!Active,
4172!4172,1!2,NULL!NULL,Disable!Enable,
4173!4173!4173!4173!4173!4173!4173,1!2!3!4!5!6!7,NULL!NULL!NULL!NULL!NULL!NULL!NULL,Enabled!Disabled!Calling!Active!Abort!Listening!Conclude,
4176!4176!4176,1!2!3,NULL!NULL!NULL,Unknown!Hotline!Deadline,
4199!4199!4199!4199,1!2!3!4,No!No!No!No,Running!Stopped!Completed!Aborted,
4230!4230!4230!4230!4230!4230!4230!4230,1!2!3!4!5!6!7!8,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,Econ!Ramp!Base!Manl!Aval!Unav!Schd!Mrkt,
4231!4231!4231,1!2!3,NULL!NULL!NULL,Auto!Manl!External,
4232!4232,1!2,NULL!NULL,DLNK!FILE,
4233!4233!4233!4233,1!2!3!4,NULL!NULL!NULL!NULL,Offline!Online/NoReg!Online/Reg!Off Control,
4234!4234!4234,1!2!3,NULL!NULL!NULL,Inactive!Active!Test,
4235!4235!4235,1!2!3,NULL!NULL!NULL,Inactive!Active!Load SDC,
4273!4273!4273!4273,1!2!3!4,NULL!NULL!NULL!NULL,Monitor!Mvar Control!Volt Control!PF Control,
4274!4274!4274!4274,1!2!3!4,NULL!NULL!NULL!NULL,Manl!Remote_Rt!Local_Schd!Remote_Schd,
4276!4276!4276,1!2!3,NULL!NULL!NULL,Mon!On!Suspend,
4277!4277,1!2,NULL!NULL,Curves!Equation,
4278!4278!4278!4278!4278,1!2!3!4!5,NULL!NULL!NULL!NULL!NULL,Offline!Manual!Automatic!Base w/o Reg!BaseWithReg,
4280!4280!4280!4280,1!2!3!4,NULL!NULL!NULL!NULL,Monitor!Mvar Control!Volt Control!Power Factor,
4281!4281!4281,1!2!3,NULL!NULL!NULL,On!Monitor!Off,
4282!4282!4282,1!2!3,NULL!NULL!NULL,On!Monitor!Suspend,
4283!4283,1!2,NULL!NULL,On!Monitor,
4284!4284!4284,1!2!3,NULL!NULL!NULL,Percent!Telemetered!No Losses,
4287!4287!4287,1!2!3,NULL!NULL!NULL,JOU_SS_OFF!JOU_SS_ALOC!JOU_SS_PERCT,
4410!4410!4410!4410!4410!4410!4410!4410!4410!4410!4410!4410!4410!4410!4410!4410,1!2!3!4!5!6!7!8!9!10!11!12!13!14!15!16,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,Day 95!Night 95!Day 86!Night 86!Day 77!Night 77!Day 68!Night 68!Day 59!Night 59!Day 50!Night 50!Day 41!Night 41!Day 32!Night 32,
4499!4499!4499!4499,1!2!3!4,NULL!NULL!NULL!NULL,Switching!Restoring!Isolated!RESTORED,
4500!4500,1!2,NULL!NULL,Isolate!Restore,
4511!4511!4511!4511!4511!4511!4511!4511!4511,1!2!3!4!5!6!7!8!9,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,Other!Thermal!Nuclear!Hydro!Pumped!Gas!Sync Cond!WindFarm!Other,
4527!4527!4527,1!2!3,Yes!Yes!Yes,TopBusbar!BottomBusbar!Withdrawn,
4530!4530,1!2,NULL!NULL,TRUE!FALSE,
4531!4531!4531,1!2!3,NULL!NULL!NULL,Vincent 220!Vincent 500!MiraLoma 500,
4533!4533!4533,1!2!3,NULL!NULL!NULL,Volt_Reg!Var_Reg!Fixed,
5054!5054!5054!5054!5054!5054!5054!5054!5054,1!2!3!4!5!6!7!8!9,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,Other!Thermal!Nuclear!Hydro!Pumped!Gas!Sync Cond!WindFarm!Other,
5080!5080!5080,1!2!3,No!No!No,Enabled!Disabled!Failed,
5159!5159,1!2,NULL!NULL,Remote!Local,
5160!5160!5160,1!2!3,No!Yes!No,Closed!Open!Tie,
5161!5161!5161!5161,1!2!3!4,NULL!NULL!NULL!NULL,Undefined!Online!Available!Failed,
5162!5162,1!2,NULL!NULL,DISABLED!ENABLED,
